id_cliente,idade,salario,tipo_imovel,tempo_trabalhando,id_emprestimo,motivo_emprestimo,grupo,valor_emprestimo,juros,RISCO_INADIMPLENCIA,emp_sal,id_historico,INADIMPLENCIA,tempo_cliente
TlTiD1fB-rLm6,47,30000,Rent,2,UoOmv8q8-kpti,Homeimprovement,C,3000,12.99,1,0.1,DCt1zO5S-1e4i,N,11
tQRKXufg-4GN9,28,60000,Rent,12,GqaRtf4f-nAER,Homeimprovement,D,5000,15.7,0,0.08,klyxRe3y-zWjo,Y,7
lPgg8cFp-CokY,23,69000,Rent,4,GAXOnmCA-9HBw,Education,D,3800,15.28,1,0.06,ZUpTBPD4-9BaG,Y,3
RhbJtlW5-88OL,28,82000,Mortgage,3,5AhX8BoR-z7GC,Homeimprovement,D,25000,16.29,0,0.3,HocyRr83-UfjG,N,5
MxGQ6xpu-td4O,41,35000,Mortgage,18,KlBNKhGH-soSG,Debtconsolidation,C,1500,13.06,0,0.04,hDuuQU9k-LQ7B,N,12
a10lllAh-bK2z,52,71520,Rent,0,kKruZyy9-xD8C,Education,E,7000,16.82,1,0.1,RYUFUBgh-2OP0,Y,24
IOAK7wBA-FuRW,29,52000,Rent,2,BDoGLOE3-Rcfi,Homeimprovement,D,11000,15.62,1,0.21,QH38piHp-ht6z,Y,10
fCLI3yET-Uikd,31,108000,Mortgage,11,TRIQRNcu-G6fm,Debtconsolidation,C,35000,13.49,1,0.32,YxxKY8iX-955E,N,10
zTzMQxRY-8Kzy,31,250000,Mortgage,2,TFiuQZei-Ta3A,Medical,C,4000,14.22,0,0.02,GWARUCny-n0gp,Y,10
vCjd6Hmq-4eOx,27,109000,Mortgage,7,TMwmZ1sR-iYU6,Education,A,3950,6.03,0,0.04,OhlwrGqb-nglv,N,7
BFCvNn5a-w8Fi,21,95400,Mortgage,0,Jg0wL67k-mLTt,Personal,A,12000,5.42,0,0.13,mIah9qIM-ONT6,N,2
6NIfALKv-wBCe,23,41004,Rent,1,AxZRfCiE-U9kv,Medical,A,4000,7.68,0,0.1,G432tp6j-pzbX,N,4
EoLxohb9-CIC1,31,45000,Mortgage,16,NoAfE78m-wC6J,Venture,B,6000,10.99,0,0.13,EUISsTtL-yyBe,N,10
JjiOLJEA-A15H,23,85000,Rent,2,utRXOsUb-qnW5,Venture,C,12000,13.16,0,0.14,bdXOQMTB-7CU1,Y,4
rSWNRDQz-Qkgp,31,59000,Rent,14,ysrr2IYN-eRKo,Debtconsolidation,A,20000,7.51,1,0.34,WcTaAPbZ-1CxW,N,10
KphmMJ2R-qJio,27,207182,Mortgage,11,U58bgNhG-xjGg,Personal,B,22000,10.62,0,0.11,RHo0O1kJ-7rjt,N,7
1nGZWfe0-2UIA,23,120000,Mortgage,8,KDf4JZCk-3aYI,Medical,A,10000,7.88,0,0.08,WkTt5rsj-Rmhq,N,2
c1fAx8Uh-fk6h,24,60000,Mortgage,8,sx6PRAzY-Tznx,Venture,A,2800,9.32,0,0.05,EPRoZdfe-jiw5,N,4
IHQmy9Q3-5bDE,24,80000,Mortgage,8,4FkZ3gEB-dkFL,Venture,D,5000,15.62,0,0.06,YJgConW6-82qw,Y,2
E0tE1uxJ-ki5P,22,66300,Rent,4,jZCFB2rz-QF7T,Medical,E,8000,18.39,1,0.1,H5BOqASx-LSNa,N,4
af2guhUh-Sea2,23,90000,Rent,4,64PsEc9d-KKuU,Venture,A,10000,7.51,0,0.11,OfXyLhEr-l8Sm,N,2
svUF22bI-HOgr,24,54996,Own,0,sEqFpzCb-xJMd,,B,12250,10.37,1,0.47,RieiUaij-BTUQ,,4
60cbRYZu-0Zl6,26,53000,Mortgage,3,l2mwdv09-yLKK,Homeimprovement,A,2800,6.03,0,0.05,IOrsawqP-FIuB,N,4
g5iAfMMn-UzBL,33,80000,Mortgage,4,dpWRTKbZ-rFGd,Medical,B,12000,11.14,0,0.15,A2haTefg-G9FT,N,6
TOmaNH46-vzHX,32,30000,Mortgage,6,Dy53nNLK-1NOW,Venture,A,10000,7.51,0,0.33,FGysKxk8-NOJC,N,9
atu41seb-Wm2f,26,27000,Rent,1,TT1I3SJO-tUMt,Medical,B,5800,10.65,0,0.21,sumEi2vO-ESEj,N,3
TmwmP232-jgoq,25,55000,,10,Eb6ND1jZ-A07Z,Education,C,5000,12.62,0,0.1,hNCQBbuz-W9PY,N,3
H1ERwnnW-LAoS,30,73000,Rent,15,JP16SLMD-3iNi,Personal,B,5500,9.99,0,0.08,d3OEdUYk-ybG8,N,5
URwOZMuh-Qn1f,29,50000,Rent,9,XUUQERSE-jBBM,Medical,C,3600,15.27,0,0.07,RKqK3uLt-XAmo,Y,10
4nWnvkDs-MOGo,23,32500,Own,2,6HOOuy0c-dkyk,Venture,C,5000,13.99,0,0.15,KhIqY9Op-JWDq,Y,3
GGgdX9f8-WJFW,27,180000,Rent,4,WkYTqqiW-XMAC,Personal,B,8000,10.37,0,0.04,2WDO7chv-Tbf6,N,5
oT2iUPC1-EZ5F,22,32000,Rent,5,Hd07S3Zk-cxdw,Medical,A,4500,9.63,1,0.14,N53J7ydh-icB9,N,2
oGhOcH4R-lFcN,33,58000,Rent,5,bpoFZrri-SJxo,Medical,A,6400,7.51,0,0.11,02UTFAil-oykX,N,8
ykCPaQuI-YYFp,25,153000,Mortgage,9,OZeLz9dc-KGKN,Education,B,7500,11.71,0,0.05,OZZgjEKT-8T4w,N,3
ly2n5tEZ-5F6F,21,200000,Mortgage,5,mZH8hYte-svSK,Education,C,16000,14.65,0,0.08,DTxJtgFX-rN6B,N,4
llXGiHgp-mZpf,23,79000,Mortgage,7,uauD6lyk-iOf0,Education,A,17825,6.62,0,0.23,dZ8iQ6Q9-cbaL,N,2
KT185wdw-MKqI,26,31200,Rent,4,tDeztiYn-GTiR,Venture,B,2500,10.37,0,0.08,SKM46WNJ-pzvW,N,3
EKK6ofYi-aOEJ,22,62000,Rent,6,JuZaekOx-G199,Personal,A,8000,5.42,0,0.13,yuMrhLeJ-Kfky,N,3
w7nrA5qh-DQmQ,30,45600,Mortgage,0,x2v0ueQ3-65Kc,Personal,A,6400,8.94,0,0.14,qPGkRqkB-fAUx,N,7
ygKyHAlb-Fkfi,22,79618,Mortgage,6,NRptDTcT-Q0Iq,Education,A,7000,7.74,0,0.09,AdmKhOFR-xNUh,N,3
o5HyCXce-7NMB,23,42000,Rent,1,ED8eFdy7-PXwU,Homeimprovement,C,6000,12.99,1,0.14,6HJcojhi-s1lC,N,4
MIot1AmH-amf8,31,31800,Rent,6,jJcq5uZ7-Xg4y,Debtconsolidation,D,3000,15.62,1,0.09,TiRZH0Id-c5Nf,Y,9
IMTdP8sD-j3c9,26,66000,Mortgage,5,ZgfbTp70-nJq9,Medical,B,15000,9.88,0,0.23,NjljOFvw-X8SM,N,4
mXa6Kfcb-y8cn,45,36700,Own,7,pWtbQ8TS-DXRr,Personal,A,2000,7.51,0,0.05,QniuO0rX-BatT,N,16
rdlCrjmY-Xi7m,28,60000,Mortgage,3,yhxAeLST-o4Yg,Education,B,35000,10.59,0,0.58,cyZq6JAc-x1oo,N,6
8tjp7wAh-56GI,25,100000,Rent,2,7G3KrrWh-aArn,Homeimprovement,D,21000,16.49,1,0.21,1mdtM8N6-KW7x,Y,3
8iv2qtBi-jOLA,25,70000,Rent,9,aYR1PoKH-9n3s,Venture,A,12000,8.9,0,0.17,hR3qGM6m-YL4r,N,2
gW1S6ghn-WEC2,30,45600,Mortgage,5,oHryakBf-5sdJ,Homeimprovement,A,5000,7.29,0,0.11,PmvhJFSG-uEPl,N,8
tTlOHrbr-pSeK,22,54000,Rent,1,2MFddhup-MMb1,Debtconsolidation,A,5000,6.54,1,0.09,1eD8ner3-JYWP,N,3
qSofnDfU-nuis,31,103000,Mortgage,8,Kkb1U9he-y3ec,Debtconsolidation,B,14000,9.91,0,0.14,QUwCnhrL-Kba6,N,7
wfoF4hsy-sPIH,32,40277,Rent,5,yI3nJJWF-1GpQ,Medical,B,15000,11.71,1,0.37,gXsECNoE-7d2r,N,8
phKmsOnH-99Q0,39,21600,Own,0,3BcRWupz-yBte,Medical,A,6000,6.03,0,0.28,98xkk2cJ-Uu6F,N,12
aZqkg2te-lODm,32,20004,Rent,16,PbufZjH2-0Zhn,Personal,A,3500,6.39,0,0.17,0DvXOrmn-pUGc,N,5
GwijXUNe-HY9D,23,40000,Rent,4,qvWerfis-9ybT,Medical,B,7000,11.58,0,0.17,kQ7zffEX-Ag6m,N,3
oj36Oxta-Ampm,39,24000,Rent,0,yrd4qaFS-1cpS,Venture,D,3000,14.12,1,0.13,nS464vJW-3PCL,N,12
Fui6RowA-WYu6,27,45000,Mortgage,9,MLN4HrEx-Iriq,Medical,B,12000,9.76,0,0.27,8eum7eKj-QU7n,N,6
buoPlK9e-eh8S,23,48000,Rent,4,W7PKUzbR-1eCS,Medical,A,7500,5.79,0,0.16,bHsKEnY0-HLhj,N,4
zf3qHues-4a2b,25,80000,Mortgage,10,Knv97UBw-SJ8Q,Education,D,25000,15.31,0,0.31,8qBizXzC-MKUG,N,2
Ab6wWakK-mz3k,39,84000,Mortgage,2,KUuMpi8g-SnCy,Education,A,4000,9.63,0,0.05,HziOXxWv-CmSx,N,12
qM9iEiH3-jowc,25,26000,Mortgage,3,84URxaRA-7O9a,Education,B,3825,11.71,0,0.15,hY7l2BKF-yhdB,N,2
cnN2XH7i-KONW,31,200000,Own,4,HFbEl4oU-XWXa,Homeimprovement,B,23500,10.99,0,0.12,MkKnwb3C-ANPS,N,5
uF9eXL5x-k2Tg,21,72000,Mortgage,5,mMG7wsqA-HDC1,Debtconsolidation,A,24000,7.49,0,0.33,DiiS0o5A-4eu9,N,3
eZyHnhY1-yFbW,28,100000,Own,7,u954tx3U-lCW2,Homeimprovement,C,20000,12.68,0,0.2,4OUK21U0-iJjl,Y,6
orvRP9mv-UpbY,29,52000,Own,13,3nEZkfAc-zmyo,Venture,C,1000,13.23,0,0.02,cqdarpgv-AORa,N,8
jKTiQdH7-hs7Y,28,78000,Mortgage,12,1d6iG9A0-aWQ0,Homeimprovement,B,24000,11.83,1,0.31,nNmhRoiM-fpMF,N,7
6CwPq3qi-QGlP,34,87000,Rent,0,y3GEiMlY-aogy,Education,A,2500,7.14,0,0.03,CBH8ODLq-DY0X,N,5
QYrE2bsd-aLUL,25,100000,Mortgage,3,tq8aRczH-E9xf,Personal,D,13750,15.95,0,0.14,b9lEYfnX-hAKI,N,4
516TFgCL-QsgW,23,64600,Rent,7,ovQ1JDd3-rbef,Medical,B,7000,11.86,0,0.11,LDDrzWGT-94Oo,N,3
PKnSYghQ-0R9f,26,75000,Mortgage,5,9CIe8Tnh-X3W2,Education,A,12500,5.99,0,0.17,Jcx9qjRc-l95w,N,4
j7G3n4wq-LhvS,32,12000,Rent,2,nDsMrBYM-R15y,Debtconsolidation,B,6075,12.42,1,0.51,rj3ReYSP-XCjO,N,8
QjNSTdZA-IErR,34,170000,Mortgage,9,qD3RhRra-lOKs,Venture,D,7500,15.99,0,0.04,ouJw4Lwm-ZkaS,N,10
o5BwudPt-bsYj,38,74000,Rent,9,ZfrF1A7I-G44F,Education,C,9000,12.84,0,0.12,J1iDrSBj-cO3T,N,12
mUaQPh82-s6gS,48,54000,Mortgage,1,rxRdPEFr-Pd4Q,Homeimprovement,A,2000,5.99,0,0.04,6W9iXzMH-BeY3,N,16
j2Nv5qyB-xpno,21,19012,Mortgage,0,zP72LL4Z-3Izz,Debtconsolidation,D,3500,14.61,1,0.18,qU7MRcyl-eNKg,N,3
XCasqcS6-AW0F,27,117000,Rent,7,bhXllsU4-odP8,Personal,B,1800,12.42,0,0.02,lLd3Hhc1-Atm0,N,10
jbjfH7vn-ePqm,31,42000,Rent,6,iMrgpL8t-2BXy,Education,D,1200,16.29,0,0.03,DnSUL2WK-SS7s,Y,5
zQ8znMuZ-i4YW,23,57738,Mortgage,7,oQFm7Bzv-ssCj,Education,A,7000,7.14,0,0.12,bvnltv0q-g6Fi,N,4
1qSXhOuQ-LHL7,29,45600,Mortgage,7,np8n2Rcs-RBSe,Venture,B,9600,10.36,0,0.21,dgcHF1JI-9CwK,N,5
Jd4XZcAG-q9Tm,29,65000,Mortgage,13,rxo7Zjhg-ajp6,Personal,C,16000,12.87,0,0.25,ow592soK-Tf2y,Y,10
gw9HgvrK-HG3i,34,150000,Mortgage,5,ETiGNJTN-R806,Venture,B,15000,11.86,0,0.1,ONHCW6bt-UsUK,N,9
Arrp2qmM-QPne,26,159800,Mortgage,6,3mcu9ucu-t3Fk,Medical,D,30000,17.58,1,0.16,jX7Z3qnB-RftL,Y,3
FO7I0ppE-Talb,23,67000,Own,1,Lpg325ea-kpjX,Venture,A,3250,6.76,0,0.05,c1TphtbE-Bo33,N,2
60YOecsK-O45C,29,42000,Rent,13,4fjnTW1y-EQGR,Personal,C,9000,13.06,0,0.21,IC6qyW6d-OuAE,N,5
LCnIhp8f-lCPx,30,107000,Mortgage,0,JtKax5NN-P0te,Debtconsolidation,C,2500,10.78,0,0.02,BO9poiuC-yvaf,Y,6
u3hsQ2b0-kmXF,27,54216,Mortgage,4,5xsYxXtI-Gdic,Personal,A,9000,5.99,0,0.17,0Iz4tvy5-Iwyv,N,5
f4bcAd82-H7q9,24,40000,Mortgage,3,v3DlMaH9-FNKA,Medical,B,10500,11.36,0,0.26,9feOsy2k-tSs8,N,2
gfSEhboR-Oo2E,25,70000,Mortgage,5,kOLPKYgc-cMr1,Personal,A,8000,7.88,0,0.11,MfGUpHJT-NpEK,N,4
oqBZ72Pz-5wXJ,31,20400,Rent,0,nRFS3goU-Tqpt,Medical,C,3900,14.79,0,0.19,r01Dk3oC-DNsu,Y,6
kDPNv0k6-aIRO,25,35000,Rent,2,OGi3Dr8j-MHOP,Education,A,2700,7.88,0,0.08,8lJKgtFf-vXm2,N,2
6t0ja6hG-en4B,22,76000,Rent,4,4oWNRfJn-UXqg,Education,A,12000,7.9,0,0.16,SgJHrTXQ-Qhax,N,4
iRbNEJki-1ms8,22,66614,Mortgage,6,Bz0p8Gas-BYI7,Medical,E,11000,17.99,1,0.14,1p0zJhTr-MI8A,Y,2
qczApzrA-wP0S,29,61000,Rent,2,jOUGbj50-1QGX,Venture,D,15000,14.96,1,0.25,jfsw6yUS-Rf6H,N,10
hJfHvR09-W9UM,29,50000,Own,6,CLIBnAeG-xEuM,Medical,A,4000,5.42,0,0.08,Leyuu6Jc-9LHu,N,8
7iiirYbB-vmAf,27,60000,Mortgage,4,25Gxm3pe-JDoZ,Venture,A,8000,7.88,0,0.13,JLQRn7Ns-Rklf,N,8
wjw3xsTT-KHBR,27,58650,Mortgage,5,QmqU0EuL-M5Gw,Medical,E,7500,15.07,1,0.11,EfoXYOqT-6ccJ,Y,9
DixG5CNA-o2Xq,29,44875,Rent,0,eaF8FU5B-Icka,Medical,A,7500,8.32,0,0.17,t7GIxUUF-X5YC,N,8
6yQurJ8o-e5Dg,51,58000,Rent,2,R8CWQkjB-2ayz,Medical,E,1500,19.03,1,0.03,aDcwjbLF-1YaT,N,24
iHv9LJIA-PP48,28,40000,Mortgage,1,p94Gm3kf-gH1e,Medical,A,10000,7.29,0,0.25,gyp10c1G-vKid,N,10
xlwWkfQF-g0cK,23,28685,Rent,3,kbGPpgQP-Pu6X,Debtconsolidation,C,7000,12.73,0,0.24,tnEvTlak-n0fM,N,2
ODIKRyDa-9tWK,24,67430,Mortgage,8,QHQ2Ysvw-3xp3,Medical,C,12000,12.87,0,0.18,0y1kyeXO-TddA,Y,4
0Z7kAjU1-r0Hs,40,45760,Rent,8,axwgRmIq-i5XL,Medical,B,13650,10.25,0,0.3,zZU5cN7f-zPLQ,N,13
qNh7XZJ3-sqML,37,66560,Rent,11,oDIYWH5Z-ijgP,Debtconsolidation,B,7200,10,0,0.11,M0RsP5Y4-tS2W,N,15
ke5UWMau-RTyA,28,61000,Mortgage,12,i0BEORwx-GRPF,Personal,B,12000,9.99,0,0.2,nZXYAS1Z-jNSc,N,5
FcRHHtCr-AIsn,33,110000,Rent,3,vrTqAF8f-Tq59,Education,D,15000,14.42,0,0.14,jGYvHBc0-zJwn,Y,9
6Dkpk84P-gNd1,24,87000,Rent,0,6YcHC14N-cEvS,Venture,B,12000,8.88,0,0.14,FLibNNAK-cjul,N,3
808BzPHz-gsAu,23,15600,Rent,1,ZMCNPDOl-KAnR,Venture,A,4500,5.99,1,0.29,O8lJS9il-LFRv,N,4
YPLPSisn-gIxT,24,36000,Rent,6,46DMpIoZ-PUBF,Personal,D,8000,15.28,1,0.22,WRGUdxlg-eiQz,N,3
9hc6YrCz-BLeG,27,123996,Mortgage,11,49qMEF45-NwWE,Medical,A,6500,8,0,0.05,O5qbOg3m-GG3g,N,6
CpjjOIBb-DnC4,37,124000,Mortgage,4,qDa5mU9W-zZOI,Homeimprovement,C,19000,13.92,0,0.15,ayRY1diI-SMf6,Y,16
ftsH3v3G-RaXd,38,45600,Rent,5,9aaKGzR7-g96w,Venture,D,9000,16.29,0,0.2,ZgUshX6E-te8X,Y,13
1BcxUBqQ-FQdN,24,200000,Rent,8,gg9n2rZe-aFQ8,Venture,B,12000,12.69,0,0.06,YjmnHWjo-UOWu,N,2
HKrCls6D-1ujR,21,47000,Mortgage,5,zXmYA7Rc-A3Cw,Personal,A,7000,7.14,0,0.15,HdLsERQD-xIPh,N,3
F1Ghslzz-dMTG,22,59000,Rent,4,4thWHiLY-ek0t,Medical,E,16000,16.32,1,0.27,UcS8v3Q7-PfYf,N,3
O5SNmC0k-yCKX,25,59000,Mortgage,9,eWNu61Mh-7rqK,Debtconsolidation,A,5000,6.03,1,0.08,H7qsELF4-gQbT,N,3
apat3v7Z-jOMi,40,30000,Rent,4,mlBvqfBr-QmQy,Medical,D,5500,14.74,0,0.18,5Y1nGKve-Pi4U,N,12
SczR981n-YQZ3,24,38272,Rent,1,ixyRh9r1-2joU,Venture,C,15250,14.17,1,0.4,BIhjlQRG-Aku6,Y,2
M4Clig6l-0AgA,27,15600,Own,0,quob22sr-f3mF,Education,A,6400,7.74,1,0.41,vzyyqGYG-wZG2,N,9
hXWfh8ZW-7ooH,23,33204,Rent,7,kLTp2mS6-iC00,Medical,C,2000,14.72,0,0.06,R15UIJvo-lbT6,Y,3
IAfqQDUI-4Cu0,32,60000,Mortgage,2,b7IGqtrB-3Qmi,Venture,B,7125,9.99,0,0.12,6d8Ev9i1-Sktu,N,7
Z3haFHh4-MOlk,33,110000,Rent,0,THW9CwGI-ZxZs,Venture,A,10000,9.32,0,0.09,Xk3bJLvJ-WvtZ,N,6
j6Jtq4Kl-crSn,32,19200,Rent,0,nLqbh7qc-reMA,Education,B,5000,9.99,1,0.26,trfIDZrK-nJCb,N,9
hsHl3Yqe-iidw,30,21600,Rent,2,R1JwNnBi-3vPq,Debtconsolidation,C,1500,14.72,0,0.07,mdslBw71-gaQB,Y,8
aFHaYMjH-JDlR,25,40000,Rent,0,L8wvWZcS-srOq,Medical,C,4700,12.09,0,0.12,5aiQkXvW-nQQE,Y,3
0tbWA6qD-CfZj,36,16800,Rent,2,JqGHaThA-qDep,Venture,C,1200,13.06,0,0.07,m8HYy9Li-pKcy,N,14
bkDJAYB9-hBtS,32,61900,Rent,4,L8doEqSe-ADQz,Homeimprovement,C,1500,13.23,0,0.02,3kXp38hT-aIrH,Y,7
Fevj86O9-fIjM,29,26000,Rent,2,Ml3cW1k1-4xjJ,Venture,C,1500,12.99,0,0.06,tq6uzMkK-QNTP,Y,6
T5EgUknp-tDc6,25,29000,Rent,2,lJM7w4cR-ciDr,Medical,C,2500,12.84,1,0.09,qEk9v1fA-lTM4,Y,4
3fU9LDN8-9csU,22,58600,Rent,5,axw2nEax-QJKB,Medical,B,22750,11.36,1,0.39,njRnwW7k-E1Lc,N,4
qMryecpY-zjTx,36,24000,Rent,3,hgSo8veM-HEWf,Medical,A,6500,7.29,0,0.27,L0TJc3ps-IHRa,N,13
SKkYsMb9-wmku,24,72400,Mortgage,4,eDwFLrf3-RGRO,Education,E,25000,17.99,0,0.35,bCW8cH8t-ZQa0,Y,2
sspRivmt-LMef,24,48000,Mortgage,1,5AXCXbOa-osLz,Medical,C,3500,10.28,0,0.07,fC7JEoWk-jFpA,N,4
dwSkp0Uj-MGJS,26,88000,Mortgage,10,2ROJg2fy-tcOS,Homeimprovement,A,3800,6.54,0,0.04,LDo3lAMQ-eDP1,N,2
y6L6k2xY-liTL,29,72500,Mortgage,2,ryhu3pCt-dsJ1,Medical,C,7000,13.79,0,0.1,YXK3AIIe-ZfCZ,Y,8
puZ98jOn-6dLZ,45,119004,Mortgage,13,vBQQ8Kf0-FERk,Venture,B,5000,11.49,0,0.04,ntgkNR71-c2Bg,N,13
qH86WDDr-HFUt,34,65000,Rent,4,ZF8QRkR5-EfCb,Homeimprovement,A,1300,6.54,0,0.02,HrAavwRU-hi8y,N,7
B1zZIdaG-FIYM,42,98603,Mortgage,19,3fl0jTyY-ssmx,Medical,C,24250,14.22,1,0.21,ITQpaw39-Eo38,N,14
Pm19O8MP-25WF,22,28880,Mortgage,4,W3FFE00u-bRj1,Medical,A,2000,8.59,0,0.07,7n4GhzDB-SUdH,N,3
wKdQXsnJ-DAkC,29,50000,Rent,6,7JsqcvMh-1FHw,Medical,A,3000,7.29,0,0.06,fZsv2Mnq-G1fe,N,6
tl4YxtvD-eBou,25,107000,Mortgage,0,dWf74IDH-9Puj,Medical,C,7000,12.87,0,0.07,8LFAU87g-4Dbd,N,2
sOnlj3yd-IcKW,27,88000,Mortgage,4,CzeSPLnD-TJEr,Venture,B,14000,12.42,0,0.16,hUOkL7uP-ZKQN,N,10
t0113l95-Le1J,23,50205,Mortgage,7,ufmk7Uxs-Zh7q,Debtconsolidation,A,5300,5.42,0,0.11,HoE3azfk-9Dxn,N,4
3n1226sW-7Pms,27,29000,Rent,2,ywasGrOH-cAdx,Personal,B,10000,12.69,1,0.34,t0ca9I0g-eibH,N,10
tXg3h4Kt-Ny0j,24,57000,Mortgage,8,qOqr0mlF-NsGG,Homeimprovement,B,19725,9.99,0,0.35,AEdkjwzg-6QKR,N,2
6hePQoIx-c4R5,21,28000,Rent,2,pzXulrzu-KjkE,Education,C,4000,15.23,0,0.14,HlHsfmcF-r6k0,N,2
Tt5Pt0Zn-spjK,25,39000,Mortgage,5,ahSLuMaO-Hhbg,Personal,C,8500,14.65,1,0.22,cuhYS9Pz-5XiN,N,4
2baihETJ-0753,21,44004,Rent,2,eFSGsamC-mqUM,Education,B,7000,11.46,1,0.16,qiyuUpho-kK4k,N,2
M2K36JQq-s0ec,34,180000,Mortgage,9,9Xll0xWJ-2mJo,Personal,C,12900,12.99,0,0.07,Z0k5k2SQ-k3GP,Y,8
DD6RqNPu-Y4av,27,70000,Rent,4,Ko1WBKcB-0lWi,Education,B,20000,11.48,0,0.29,8Og9eZlx-gW05,N,9
GuYOBo03-JzcP,32,45000,Mortgage,8,ZoWTplT5-XCln,Debtconsolidation,A,2100,6.99,0,0.05,1TzTHSIm-a84P,N,10
bPzSfeJb-vpEb,26,115200,Mortgage,10,9CYQ7Z8Y-MdWJ,Debtconsolidation,C,4500,11.97,0,0.04,afG4L4P5-A7Wa,Y,2
6xXwIodf-gKap,26,96000,Mortgage,10,FsA3lxzi-5BpS,Homeimprovement,E,24000,19.42,0,0.25,7Y7uqtNR-MTDu,N,4
F7Nqr8jM-RnPU,24,70000,Rent,1,oUK9CxNh-iF2j,Education,B,10000,11.71,0,0.14,FeRPer9B-Oqag,N,2
0MnyqsOp-MQLy,23,58000,Mortgage,7,ibvgxCGS-DUTU,Medical,C,7200,11.97,1,0.12,1kSDn22T-NktU,N,3
QB6XIbjW-fOkv,32,75000,Rent,4,2ByqHEgf-MmRg,Medical,B,5000,9.99,0,0.07,UUf1QU5W-goB7,N,8
MhANPSqT-iUfi,29,110000,Rent,4,qif76tSQ-9u5R,Homeimprovement,E,24000,18.39,0,0.22,eJAHLNlT-mXMr,Y,8
mpqb1Gyb-lI5P,22,53000,Mortgage,0,pPGnMhfR-sxy8,Debtconsolidation,B,4000,10.39,0,0.08,ss0T6I01-1Trj,N,2
KQ0eMm55-cXFm,23,50000,Mortgage,6,iTg3tKWd-BJlu,Education,B,17000,12.42,0,0.34,zgt0PoJ6-dzJL,N,3
kQRNaYjU-hngB,32,24000,Own,5,E2uEwIZ0-DS9n,Education,B,2850,11.83,0,0.12,3bz4GP3Z-RnWY,N,7
g0nDy6sU-YJYJ,23,50000,Own,0,qla88WSo-OWnn,Venture,B,2800,10.59,0,0.06,vqB6NI62-PPLr,N,2
O5WY5HKW-suRu,23,70572,Mortgage,8,AXjT6S8F-NSfU,Education,A,14500,5.99,0,0.21,LxQkJIJo-aUoB,N,3
zDdqbN2H-TZLx,26,50200,Rent,1,vl7KBFrq-1DjQ,Education,A,9000,7.66,0,0.18,azIeHdy1-xyXH,N,3
2b5EgzE7-BeM0,27,54000,Rent,11,afFG58J1-kYyc,Venture,D,6000,14.59,0,0.11,IsSEbc4a-TA1h,Y,5
Xqu9oDNW-RLBx,22,94200,Mortgage,6,0hp1CtqO-eBTT,Personal,B,20000,8.88,0,0.21,dDxAXA0Z-vqXP,N,2
nDXQWd8w-B2t0,25,79000,Mortgage,0,yqFTPzRo-P9vK,Debtconsolidation,A,9000,6.76,0,0.11,qC2WdM7R-0t4l,N,4
s9TwtjGd-aFMK,26,70000,Rent,4,AY79BMOD-DEt9,Venture,C,4000,13.06,0,0.06,9lXGMJwz-seRp,Y,4
ZiMK0LNM-YOy8,21,54036,Mortgage,3,yWRa4l3I-7Zax,Medical,B,8000,11.36,0,0.15,8DWlshEw-6RfQ,N,2
y2Puoyu6-u4wb,22,43000,Rent,4,euyye9Mi-rk80,Debtconsolidation,B,18550,11.83,1,0.43,xjF37K0s-7bJ2,N,4
ckL2FSJa-qaiu,32,80000,Mortgage,15,rq0T3jAw-KRgu,Venture,A,12000,5.99,0,0.15,kGGHQ2a6-dyKK,N,8
l0LB6sDS-COIw,22,74000,Rent,7,TuS6rwjT-oYA2,Debtconsolidation,D,24250,15.65,1,0.33,YhcIrRWL-XfOb,Y,2
r9AKhIaY-ZCrd,28,48500,Rent,0,24bSfesi-SeoJ,Medical,C,15000,12.99,1,0.31,l9GnUOTE-lUUo,Y,7
X4fM6c6a-wU2l,28,21000,Rent,0,RuXzEoi9-n4eQ,Personal,D,4200,15.21,1,0.2,fvsP1E3q-ckky,Y,10
dyau0gDT-8Yvx,23,57750,Rent,3,quPPtAgv-LFRZ,Education,A,8000,7.49,0,0.14,GaQiP63h-COiQ,N,3
DyMOqRRN-J7zl,23,82000,Rent,3,jt5fErng-5uLr,Venture,A,14400,7.66,0,0.18,SIJRs2P9-Prwm,N,2
CUrJtfKO-neih,28,95000,Mortgage,0,Ak2hBQh2-rPsi,Medical,B,4500,10.99,0,0.05,oEu7RfFF-Icme,N,7
sf7qXvvl-EgiT,23,35000,Rent,1,YhzOKsja-kQUw,Education,A,10000,5.79,0,0.29,1P8p76I6-1KBy,N,2
kJCmWPhL-1TrG,24,52000,Rent,1,E63exNUg-cg0E,Education,C,8000,11.78,0,0.15,aNRMSvos-sGb3,N,3
wTW1leFH-Z0Zd,24,62050,Rent,8,9OeCKtDQ-NLED,Medical,D,25000,15.33,1,0.34,oxzeFMIL-LXvl,Y,2
aXZJ6sYo-Z2H2,29,40000,Mortgage,3,45Z48MLL-JN3o,Medical,A,6600,8,0,0.17,45ma3W0c-edXf,N,10
xCikFpz1-7ZL3,29,40000,Rent,12,xGGuXbbK-2KxE,Debtconsolidation,B,16000,11.71,1,0.4,8K25ExSJ-37Yo,N,6
QKxIsjJb-WAyw,21,25000,Rent,0,ZYxbwm3W-xGlD,Debtconsolidation,D,5000,12.86,1,0.2,K54EilPs-zjKj,Y,2
