loan_id,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,person_id,loan_id,cb_id
7e3CqJbK-6QdM,Venture,C,6600,13.85,0,0.22,GPd9vBlT-qOWG,7e3CqJbK-6QdM,WAhO4iya-pchT
Ab4PFDXP-RFKR,Homeimprovement,B,15000,6.54,0,NULL,qc1yOciA-Et7o,Ab4PFDXP-RFKR,iuyDEWzU-rZeb
TuCUU36D-FqtP,Personal,A,11575,NULL,0,0.29,qvOcBSKr-ku9Q,TuCUU36D-FqtP,EZcz843F-BzRi
j5aQKAl1-WXFi,Debtconsolidation,A,25600,5.99,0,0.13,f2Ix2tvu-MLDT,j5aQKAl1-WXFi,FBxZsDUy-wXGS
v6xNMP7B-nh7j,Venture,A,12000,7.9,0,0.06,6aI5DDTI-dviH,v6xNMP7B-nh7j,WWUOBtjw-Bkp1
LRMx2UKf-a2dR,Medical,A,6000,8.9,0,0.25,hKsyklQQ-lnH5,LRMx2UKf-a2dR,EzGaE9A5-E1wJ
JpS9UiZZ-ge3p,Education,A,6400,8,0,0.1,ynTcH7zj-Abfe,JpS9UiZZ-ge3p,GABJDqgo-Kp4l
qJAwsIiW-qemX,Personal,A,10000,8.94,0,0.16,uMUeNbRG-JNRu,qJAwsIiW-qemX,fdxUfbm1-Ec9r
Q2QGKSyv-yimH,Personal,C,15000,12.53,0,0.17,WntQ1h0g-ndF5,Q2QGKSyv-yimH,Wg7bO5Sm-4pTr
T6XRlaNC-i5K3,Personal,B,3000,11.49,1,0.09,DKoaixew-tjX1,T6XRlaNC-i5K3,TNBJDtbX-Ogo7
tdidjetA-Pzfm,Personal,A,6000,7.51,0,0.19,Kz3q9Zru-5yi1,tdidjetA-Pzfm,Gjc1zeuN-ThFU
bBzo4kve-LfYh,Venture,C,26000,15.96,0,0.33,PGNzhpdU-wYu8,bBzo4kve-LfYh,t7pkQcCx-tYDF
qGsGdGAs-U71E,Education,A,4900,6.03,0,0.12,tbr9RqNu-tmiP,qGsGdGAs-U71E,lCxXU1rM-QzE7
ENrUts9r-CxjW,Venture,B,5000,NULL,1,0.17,C2Kcpgjb-GO2R,ENrUts9r-CxjW,wt71CrXH-NxjE
G2jm6qYI-AGqX,Venture,A,6250,6.76,0,0.1,bIjpPoUZ-vfHH,G2jm6qYI-AGqX,jB3Q2Olj-UvC7
1rq4wDQk-uE5X,Personal,A,4400,7.4,0,0.05,UaRiSwqs-S5TS,1rq4wDQk-uE5X,mgZu7MeL-2bUg
qJHWXQvb-G8hL,Homeimprovement,C,21600,13.85,0,0.28,edLhBt56-vYuA,qJHWXQvb-G8hL,LBdqLSbz-YKpQ
ecZtebRj-vpWZ,Personal,A,5000,6.76,0,0.06,6lvrdlCU-MztF,ecZtebRj-vpWZ,rxJevqpg-qhUG
xqHIoylH-DZiS,Education,A,12000,7.88,0,0.27,ksFgzz9Q-C9UY,xqHIoylH-DZiS,9JLndroR-NZdM
3YZEMatK-acsc,Debtconsolidation,A,6000,7.68,0,0.03,mThijZSQ-9Atp,3YZEMatK-acsc,TkDOsm3k-1HqO
ihWEIkhM-X7s8,Education,A,8400,7.51,0,0.15,ZKfAnYU0-wbdy,ihWEIkhM-X7s8,c8SCeeXr-n1Mo
36IP73xX-8QKA,Venture,A,4400,5.99,0,0.09,1blW6QKv-oe6e,36IP73xX-8QKA,ZzMejHJQ-vgav
Pi8k7OdL-CFsS,Venture,A,6000,7.4,0,0.05,IaWSg6zc-I2oW,Pi8k7OdL-CFsS,fi99xhUE-Stwe
krODT2SA-9RyN,Debtconsolidation,B,14000,11.49,0,0.13,4JtiBQHu-IW9e,krODT2SA-9RyN,GNMzGyrd-CRR1
G4uq5IHB-BbXT,Homeimprovement,A,10000,NULL,0,0.14,m2SXZh8G-ib6b,G4uq5IHB-BbXT,p1jUz2Ig-fUl1
SsD3DDyW-CZBz,Homeimprovement,A,5000,6.62,0,0.06,EaQHnI8I-zFZ9,SsD3DDyW-CZBz,CsTZ6C5f-Uifp
Fhs6axnO-sY0u,Education,B,5000,11.49,0,0.08,ySNqrjW0-xSnP,Fhs6axnO-sY0u,HAplyqAR-7Qgl
gww7wls0-cBM2,Medical,B,6000,NULL,1,0.17,spgAR1GW-LdOf,gww7wls0-cBM2,Z6YQRhOa-5Bxx
7hE7E536-f4vb,Education,B,15000,10.39,0,0.26,oiPTSksW-RXWm,7hE7E536-f4vb,bLsHqdam-fvwJ
GPoPNB5n-jc7j,Debtconsolidation,B,4750,11.49,0,0.23,jzIZBgDN-Dasc,GPoPNB5n-jc7j,bGyufAvR-qnI6
qKLPWT5v-qQxD,Debtconsolidation,A,14500,5.42,0,0.12,wXlnZy6w-pSk0,qKLPWT5v-qQxD,LYfmgO5g-8yxP
nHoHj5u5-vG16,Venture,A,4500,5.42,0,0.18,UyLPG7Ne-tcor,nHoHj5u5-vG16,cdZyCo7e-aYT0
yyytoFHX-qEfm,Medical,B,5000,11.11,0,0.12,DZdXy6Co-8S4Q,yyytoFHX-qEfm,I9GZi7Yb-sH4p
oUppS4tZ-sg0m,Personal,C,10750,14.22,0,0.43,NtHl0n1f-XcRh,oUppS4tZ-sg0m,ao5k1qDe-Jvc3
WF6qt3Lz-5Fka,Homeimprovement,,7200,18.53,1,NULL,7hMJQCu2-EMJv,WF6qt3Lz-5Fka,dQ4rdAjW-mfCq
8ntaZU6c-dOQK,Homeimprovement,B,14500,10.65,0,0.28,IZ0hwajq-oGnh,8ntaZU6c-dOQK,d44llRa9-2l40
G4WU56G2-AvpO,Debtconsolidation,E,8600,19.42,1,0.16,lNyRBJzg-hies,G4WU56G2-AvpO,m7DIhY0y-Fyv1
d4AtsaHR-Ht8j,Medical,D,25000,15.7,1,0.1,cTIgbHDa-uX4M,d4AtsaHR-Ht8j,lUQnMcrY-WBPq
JUAcS3AN-hDjt,Medical,A,1600,6.39,0,0.06,pbOUaXn1-kqr6,JUAcS3AN-hDjt,WDJnXWzt-Sunf
GaHyZxtk-NOKI,Homeimprovement,A,7500,5.99,0,0.07,Q9g7dTXG-HEdZ,GaHyZxtk-NOKI,f2xWtrLq-JEdg
lIxbYUZ1-2pMb,Education,B,10000,10.99,0,0.13,vHWDIQ9U-FlQY,lIxbYUZ1-2pMb,nKN3xaFC-JN0M
OhL6e5J2-azaj,Personal,A,7000,NULL,0,0.12,NM51l6IJ-WTXU,OhL6e5J2-azaj,ysCsWqLl-KiOk
YPa0t8L7-69Im,Homeimprovement,A,6600,7.49,0,0.06,0sLImFHw-4q0f,YPa0t8L7-69Im,L7TeygMq-OWuH
4lqhlqQh-xjsd,Education,C,10000,12.61,1,0.37,SwZ7bcvH-fNF8,4lqhlqQh-xjsd,9GhZMiIT-vin2
8OvEXgb8-jDIC,Personal,A,6000,7.49,1,0.42,pFqovhD2-Su0x,8OvEXgb8-jDIC,qUq4tlk4-khIF
qUrqCdKX-Uplf,Medical,A,4500,5.42,0,0.04,IWztr1yj-Y7LO,qUrqCdKX-Uplf,19rPjFFr-ZIU4
mxIvucr1-49p9,Personal,D,20000,17.27,1,0.45,QnuuseQT-reyk,mxIvucr1-49p9,oscLO6e9-1vef
YGchKjgS-x1ma,Venture,A,8000,7.9,0,0.1,4UR1EkGk-b0aC,YGchKjgS-x1ma,TC0sOjjG-pm9v
IfLb1HSL-Xl55,Personal,B,4350,11.49,0,0.04,uP2NNSTP-RrRN,IfLb1HSL-Xl55,Le9tawoD-KQjY
8dK2iyt6-AWyj,Debtconsolidation,A,8500,7.49,1,0.35,qcMLnKpj-Xb7z,8dK2iyt6-AWyj,w7MboIzj-Dfho
QxYQC4pP-LTNA,Personal,B,16000,11.86,0,0.22,0LbYksNP-ehpp,QxYQC4pP-LTNA,533zFsAY-lL3k
nhtJbC5k-gYrP,Medical,B,9000,11.48,1,0.36,QDocUc8w-GjNp,nhtJbC5k-gYrP,HetviE0I-QqTt
1psYlCrD-7ZT5,Venture,D,17000,15.65,0,0.18,o2MgqYsh-WChK,1psYlCrD-7ZT5,AdI7Hda3-Z2Nq
OhzYLWFS-EvgX,Education,C,11200,13.49,1,0.17,5DCUXUXL-U5lS,OhzYLWFS-EvgX,0RbRoST5-hRae
ZfneyrQz-epOo,Medical,B,7000,NULL,0,0.08,gRPT8sW3-QRIy,ZfneyrQz-epOo,cBwfOaA4-ZnyK
4op5PnPt-fF63,Debtconsolidation,D,5000,18.25,1,0.16,HF1aqHbZ-zrqe,4op5PnPt-fF63,PUohAK5B-292E
epEhatPz-Uehh,Personal,B,13000,11.89,0,0.23,gt2tTdHC-SSMQ,epEhatPz-Uehh,2kj5xAok-5Mu8
4P1LJeLs-zA34,Homeimprovement,B,10000,NULL,1,0.27,7l0ZWO9b-tqcs,4P1LJeLs-zA34,k1ziRsUQ-A5Lh
B2FLI0Hg-1F43,Education,A,4900,8.49,0,0.1,3iI8raQY-dLa6,B2FLI0Hg-1F43,aW6RzYMH-0kFT
nFH9gC12-1Zie,Venture,A,11000,5.79,0,0.1,hGHTl5sd-jnZ5,nFH9gC12-1Zie,olL8CSke-ZrkQ
eqdzCkR2-K67f,Venture,A,8500,5.42,0,0.19,DBtnrplq-uM6a,eqdzCkR2-K67f,Dn1GgEfo-B1Qd
FvhOrXID-yPxq,Venture,A,7000,8.49,0,0.15,SZ0uZrwi-ZNFD,FvhOrXID-yPxq,dyWLe8iW-htGP
Sd8dnHj7-MlNL,Medical,A,2500,7.66,1,0.07,DscQULjB-2goQ,Sd8dnHj7-MlNL,3e64cSRH-2b6J
0YasYgzi-F2IS,Medical,A,11000,6.62,0,0.21,FXnj62Ap-xChk,0YasYgzi-F2IS,RSRmurEX-NExv
rzttAOPf-KX7Y,Venture,C,7000,8.9,NULL,NULL,pxU8DsJa-Iw9I,rzttAOPf-KX7Y,770tQJSq-oPat
zTvrcSS7-fyGn,Debtconsolidation,A,6125,7.74,0,0.08,QYsjcOhl-1rrt,zTvrcSS7-fyGn,pJQE4T1s-8xAE
GWUjLSx2-hYI8,Venture,C,20000,13.47,0,0.13,w4Q2J9TZ-2gG1,GWUjLSx2-hYI8,i0QUFxSA-r8Ue
Z16qvED4-Qezf,Education,A,20000,6.91,0,0.34,t2YPtHxk-h6F3,Z16qvED4-Qezf,pDiI9904-n8jh
5okpbrxf-Zcol,Personal,A,6000,7.29,0,0.09,NeSjpoLT-nWNZ,5okpbrxf-Zcol,DkKxe3kf-Ad13
eMmxK6ou-Lgbn,Personal,D,8000,14.96,1,0.16,kdUmTY4p-rCUZ,eMmxK6ou-Lgbn,0F6GOEPq-IDkK
hzydFmAg-daWK,Venture,D,7500,NULL,1,0.19,QE8SMUR5-eQBX,hzydFmAg-daWK,2duYmS5C-37nd
2TPSsu2p-rrXd,Education,B,10000,12.42,0,0.25,kpgWb54g-XcKa,2TPSsu2p-rrXd,bbhiArMO-xIr2
in25BKgX-OIEH,Medical,A,14000,7.91,1,0.31,oypr4yEB-hLQ5,in25BKgX-OIEH,YoYvyTGf-MGhI
qyI1i6Pv-7cHX,Education,B,1500,11.86,0,0.1,LphGrRaC-2iNx,qyI1i6Pv-7cHX,1O7dlWWv-iscp
C5thQCA5-2q0K,Debtconsolidation,C,3600,13.61,0,0.09,NXkZsd3r-027d,C5thQCA5-2q0K,74ipIKaH-myzu
MlfdrZla-xrRx,Venture,D,20000,14.11,0,0.18,YUy88sL2-fboR,MlfdrZla-xrRx,MziYBFrB-Mx6f
6vkOyNkc-mepH,Personal,E,9175,19.42,0,0.18,vkujj1NU-GxzJ,6vkOyNkc-mepH,lqRYiKLg-Su0q
iNIGqEhO-CcgX,Venture,B,15000,10.62,0,0.3,YusBuYtW-UmCc,iNIGqEhO-CcgX,ifdTrZ0w-0oPt
UCo9MFn1-CH9a,Personal,A,2500,6.76,1,0.11,g9Mvq57N-lNJZ,UCo9MFn1-CH9a,4FJo7oo6-ahhF
zKMQ2b0m-iunN,Debtconsolidation,C,4000,14.27,1,0.24,BC8OYMBh-3xIG,zKMQ2b0m-iunN,PM3iM5aj-RhDn
mFw0YYIW-6E0s,Education,A,7500,8,0,0.06,1yuXAyLZ-RTg6,mFw0YYIW-6E0s,dmMjJIWO-ckh2
h42lkb4n-Ir0O,Medical,B,8000,10.37,0,0.13,5txIHRb9-Jwe3,h42lkb4n-Ir0O,LnaSmQ2B-FeQD
iR7QvIyy-grKm,Personal,B,20000,11.58,0,0.15,CsHvhqQS-euEU,iR7QvIyy-grKm,PCGw4CM3-uO3U
tzCiXZBy-sJPU,Homeimprovement,A,24000,10.62,0,0.55,v48iLD6b-KvZD,tzCiXZBy-sJPU,tr5Is1zR-hCiY
3eAc7wWh-0oDp,Personal,A,3500,9.32,0,0.06,cn6Z5lD5-hNNT,3eAc7wWh-0oDp,m9R8wwah-o4ds
0AlEQaz2-7irj,Personal,B,8000,NULL,0,0.13,4AINPJh1-uM8B,0AlEQaz2-7irj,mkeMKh3F-xpHE
oOIZBQTj-oY8K,Homeimprovement,A,5000,6.62,1,0.06,T4AjGtf1-9HeF,oOIZBQTj-oY8K,wpJqeBoA-U566
34Gakrt5-PX8m,Personal,B,3000,12.69,1,0.09,l8Bfu7uy-miWk,34Gakrt5-PX8m,uJ17i540-byCQ
FB5Epj9P-lDTH,Medical,B,7000,9.25,0,0.12,iYzE622A-HDXm,FB5Epj9P-lDTH,cKzJ1GwX-W8Ci
hKbpkhPp-jbGI,Venture,A,3200,7.49,0,0.09,QoHJD8kc-B6ub,hKbpkhPp-jbGI,cuBRCv68-fED0
6DsRJ6ec-AqLq,Education,B,3000,10.37,0,0.06,M4DvRP8g-uAQG,6DsRJ6ec-AqLq,pEopv7oP-peJA
xs4RQUt0-5HfS,Debtconsolidation,C,4000,13.49,1,0.12,qJWuhgtx-XLIL,xs4RQUt0-5HfS,pJZ5iFkN-lyuU
yg1YIDvx-BovE,Education,A,16000,6.03,1,0.46,jBnWU85l-1DK5,yg1YIDvx-BovE,WiQz9sb3-QJhu
ZGYdIBE0-ioey,Debtconsolidation,C,12000,14.22,1,0.22,4Lq8DntX-B79i,ZGYdIBE0-ioey,nTwJ17Kn-EtC7
DBywwrWS-a75O,Venture,C,10000,15.27,1,0.23,PmTSmaKd-kkZE,DBywwrWS-a75O,j4JmrbCx-fBiC
YrI1iibr-DbQC,Personal,A,3200,6.99,0,0.06,Q5PwyheO-2wo9,YrI1iibr-DbQC,InABTdMR-cA2T
YCpM1miR-vF9B,Medical,A,1300,7.9,0,0.03,sCOzCDvP-TFF2,YCpM1miR-vF9B,6Wzz8Dxg-O0mg
MuQUMI38-QDyT,Personal,C,4200,12.84,0,0.15,D857248z-3E9z,MuQUMI38-QDyT,IWWRKBfF-qlqY
YAFhvdfh-mlur,Education,C,6000,14.79,1,0.2,1OGT7850-J8sK,YAFhvdfh-mlur,rCd2ZlR9-YZrT
TY7m6Ikr-xHRb,Debtconsolidation,B,25000,NULL,0,0.21,P73NW35y-CQiS,TY7m6Ikr-xHRb,mBLFclMx-8rue
Q5zQONHW-cGtB,Medical,C,1500,NULL,0,0.03,YO6JAYSe-0hfa,Q5zQONHW-cGtB,19tgT7FH-d6QO
2FrSEFyP-YbeX,Homeimprovement,B,8000,11.12,0,0.1,l7yBQMJn-P5nE,2FrSEFyP-YbeX,Lm5lsWc5-sPnU
8brlGZWy-BU80,Medical,C,5000,13.35,0,0.1,7iNFkUtE-7cmD,8brlGZWy-BU80,j4IhE1rF-PvfC
dBYC35j1-dG9S,Venture,C,5000,13.48,0,0.09,icjKTz2u-9QbI,dBYC35j1-dG9S,HoDrxAaL-qtD4
GdLaINGv-PTeR,Personal,A,14000,6.92,1,0.38,vznn70gx-YE5I,GdLaINGv-PTeR,fQTEukat-PFsI
nwI3nmk5-7MNW,Medical,B,10000,10.65,1,0.37,HeLtDI9C-zmEz,nwI3nmk5-7MNW,D0l4HRcI-8J3d
SA8HI0BG-Nvwg,Debtconsolidation,D,14400,15.2,1,0.15,NTPcy05E-C4Nl,SA8HI0BG-Nvwg,S6SLG8Od-mc9D
zimFWBKq-rlQo,Education,A,14950,6.62,0,0.09,Xz35jp8Z-Uhji,zimFWBKq-rlQo,y96CsNuv-0r2t
juAehQ6u-AIPK,Education,A,1850,7.12,0,0.05,iGrY4wby-1mwt,juAehQ6u-AIPK,mQNTPZzM-Ns24
b5NMaQTc-URyu,Debtconsolidation,A,2000,7.12,0,0.02,WTni3MpJ-TgoD,b5NMaQTc-URyu,72JAyURZ-szP3
xhjhrQnO-xcAt,Debtconsolidation,A,9500,NULL,0,0.14,rL9eiWhm-DWug,xhjhrQnO-xcAt,D4Qb9Sf2-0TFd
0kJNKxJ8-lZmh,Medical,D,3600,15.95,1,0.05,vlOA9sPn-kYDu,0kJNKxJ8-lZmh,g4yOCkHJ-lZuu
So5Tqod8-9pr4,Education,A,6000,NULL,0,0.1,huzcFkxP-7KZc,So5Tqod8-9pr4,Gw8BuPmH-mG3v
Ch7cSo6k-fAPs,Venture,A,3500,7.37,0,0.05,ghLCHiEt-hZhB,Ch7cSo6k-fAPs,CWkWbbCN-Q7XW
9bBGHS6s-vE7M,Medical,A,25000,17.93,NULL,0.09,Y4FnFl5r-JJOG,9bBGHS6s-vE7M,Rts09iGN-8pxn
dwb3MpRt-oRYM,Medical,A,5500,6.03,0,0.08,AtNusT4q-nac2,dwb3MpRt-oRYM,4iwk4ANU-blUX
BRMZUMmB-PKyC,Personal,C,2200,13.48,1,0.15,t3KPPDZC-vv8r,BRMZUMmB-PKyC,NfTLOqxB-gC3A
nQYjfxYZ-uqIq,Personal,D,1000,10.99,NULL,NULL,8bQnlmYq-1Jf5,nQYjfxYZ-uqIq,6lvp24oJ-WlXZ
EDaK9gsf-25UH,Medical,A,5000,6.17,0,0.15,TdbcO0in-qjEf,EDaK9gsf-25UH,qPk4bDpc-xjcH
CR5FcO81-yrSH,Education,C,9000,NULL,0,0.15,rn7AmbAo-aq4s,CR5FcO81-yrSH,cJHDuHyQ-HAGK
27FrfyUz-AbuR,Venture,C,8000,NULL,0,0.09,1tiE5XDB-iGY2,27FrfyUz-AbuR,bRIsTRJx-4LRg
lssGckSJ-WR1b,Venture,C,4000,14.72,0,0.17,LvaLG62I-Dw9M,lssGckSJ-WR1b,XswDg8CD-Z0gJ
4C6pGX4n-t1ra,Debtconsolidation,B,4000,12.69,0,0.05,S84nE1m6-6KPd,4C6pGX4n-t1ra,fC1J5snm-HCtW
0NwOREaT-e2O0,Debtconsolidation,C,4000,13.49,0,0.04,CwFiK0sU-hhum,0NwOREaT-e2O0,hfqELNPH-TH1Q
T2iO8QBl-L0iG,Homeimprovement,A,11325,7.51,0,0.24,bg5hbsJW-Ebj4,T2iO8QBl-L0iG,e2i42wZj-kcaO
y4M3vah3-gmTN,Education,A,12000,7.51,0,0.26,Few9k86l-MBst,y4M3vah3-gmTN,qjPkoKsW-BGJH
3kQyEXEh-LNp8,Personal,A,10000,7.66,0,0.15,dgBB6znX-Hfe5,3kQyEXEh-LNp8,ZpaHGCc5-2uIi
7e0IgSbF-zQj3,Debtconsolidation,C,6000,11.28,1,0.14,HHkj9cqQ-PGI1,7e0IgSbF-zQj3,UABRkEKC-E629
X2cPGbMj-BrXQ,Education,A,5300,7.9,0,0.23,YSLzz5iM-HRWS,X2cPGbMj-BrXQ,kkfY99c7-3jKd
wR19lYiR-ij6m,Venture,D,1600,14.74,1,0.16,JJKjNN3w-Jcfn,wR19lYiR-ij6m,Jn7wWhpq-ef5H
5ISWwOXn-dL34,Homeimprovement,B,9000,12.69,0,0.11,T8qLtch0-JvhX,5ISWwOXn-dL34,AFJ0JLj8-CdA1
raxiq0eK-N9oY,Medical,B,9000,11.86,0,0.14,SBGqCAvE-OysN,raxiq0eK-N9oY,2SqBZptp-Ew8M
3drgGg1s-Yqhy,Medical,C,8000,13.23,0,0.09,ayWJfd0W-QnEZ,3drgGg1s-Yqhy,H5kh4goX-cw3x
WJxnqAHK-RFot,Education,A,2000,NULL,0,0.05,xQ18RWUP-ZwPC,WJxnqAHK-RFot,eSLxkzX0-Q33f
NP5FZMiT-OvDX,Medical,C,22000,10.62,0,0.11,rM8Q9XSL-D92M,NP5FZMiT-OvDX,2FE9qNAu-HsHQ
t6Kcpbmv-PvkJ,Education,A,3700,8,0,0.13,8ws5UNeg-ysSj,t6Kcpbmv-PvkJ,YkimYtcW-q9TK
MBXuriCv-Dqu5,Debtconsolidation,C,2500,9.62,0,0.05,6gvDE8YA-f4nO,MBXuriCv-Dqu5,5XbEsQWW-WK2R
BP8lgl6N-RJv8,Personal,B,4800,NULL,0,0.09,QLXYmTTb-nU1f,BP8lgl6N-RJv8,EfUigQxx-CGxm
I9q5awat-81Q7,Medical,A,7000,6.91,0,0.12,NGgj0ukS-nUbu,I9q5awat-81Q7,7dvjHDQ5-QHIG
qC2HPGQL-TP3u,Venture,C,4000,13.11,1,0.2,TOHXD0Wz-7ujy,qC2HPGQL-TP3u,2dM9KFI6-j205
ETiGNJTN-R806,Venture,B,15000,11.86,0,0.1,gw9HgvrK-HG3i,ETiGNJTN-R806,ONHCW6bt-UsUK
ASDhsoUx-eLhY,Personal,C,11500,13.57,0,0.32,UbDC3FrI-1z5C,ASDhsoUx-eLhY,GRoRnxqj-chgy
N0syKjMB-OBTN,Education,C,3000,13.98,0,0.13,YneXxspi-5PQk,N0syKjMB-OBTN,uzTPUzmM-IWSi
BUJyZZiq-ih8x,Debtconsolidation,D,5000,NULL,1,0.11,yl9ZY5ZN-HJJf,BUJyZZiq-ih8x,F1D4KJjM-GSIK
CsW30xs4-Etoa,Medical,B,1000,9.25,0,0.07,37M5vnQA-vN3X,CsW30xs4-Etoa,7Q3PmJAc-Yteq
YTIjhi2c-4X63,Education,C,12000,12.73,0,0.24,tPCst3l8-EC6U,YTIjhi2c-4X63,shEd7xJZ-3anv
WehFBM4h-d4oW,Personal,B,18000,11.14,0,0.26,NNGN4GPs-pNNe,WehFBM4h-d4oW,lYaI6Bg7-4vYa
0a9l61bJ-8jtp,Personal,A,12000,NULL,1,0.35,f4XLKUO4-OTYp,0a9l61bJ-8jtp,YOq4TC2h-SyqO
XIgLzXAO-4znu,Medical,A,4200,5.42,0,0.06,rdETGrvo-xvaj,XIgLzXAO-4znu,HWxRKY9U-P2oo
83r5pNTw-W3Sv,Venture,B,6000,11.36,0,0.11,w0pvN3Rf-utSD,83r5pNTw-W3Sv,vBUhSzyI-6GvU
llstUrjU-4nG8,Venture,A,2000,12.42,0,0.12,NOLituN8-gUWR,llstUrjU-4nG8,Jsvou5E8-bSBw
C5EZes2w-0qAB,Education,B,16950,10.37,0,0.23,AGU7WSX6-Dzl1,C5EZes2w-0qAB,oWzJpBqR-Lsv0
lNS3NhQv-bEFI,Venture,B,13200,11.71,0,0.32,Ar9yOg4G-wAMn,lNS3NhQv-bEFI,FJSlhhNj-YB2X
lW2fk4uy-MxQ9,Education,C,6800,12.84,0,0.13,5QGZjIDz-OObI,lW2fk4uy-MxQ9,7EzUNSD8-YCFK
KTYLU1Wm-6eaP,Personal,A,12000,6.99,0,0.17,8StZl2TW-olJH,KTYLU1Wm-6eaP,g7JqyfZr-SMw7
4WfSg2ml-OXca,Education,,3600,7.37,0,0.06,FJiWdUUF-mBZW,4WfSg2ml-OXca,pQE2J4u9-0hCO
7paFB07v-WxTq,Homeimprovement,B,7000,12.21,1,0.47,We4Zxzvz-7HBr,7paFB07v-WxTq,xKPECCwh-6pfq
AkEO766W-pfhn,Medical,B,15000,11.71,0,0.23,uuyLkD95-8jqO,AkEO766W-pfhn,Mz2efvGN-oEgq
mvd5bxvG-azrv,Education,D,6000,14.54,0,0.15,byjb33rZ-vyXs,mvd5bxvG-azrv,mpOSFJ2q-d2YM
2Nt6nK6L-Cdbv,Education,B,15000,9.88,0,0.16,RmARRLJN-FsxZ,2Nt6nK6L-Cdbv,n5utavgS-Yti5
rT9eAuOF-rAna,Homeimprovement,D,25000,14.96,0,0.25,n2mgMlUh-rbI6,rT9eAuOF-rAna,RDozFAYC-SdDx
QvygpO4U-zDj8,Debtconsolidation,A,5000,6.17,0,0.14,dldD36dD-c0rd,QvygpO4U-zDj8,wdg6msnR-OXm2
R0nTsp1e-6gW7,Education,A,NULL,NULL,1,0.06,jPrQEOaM-ytYR,R0nTsp1e-6gW7,j4pYFp8i-eH7E
LJN9Zhqx-Z2z0,Debtconsolidation,B,14400,11.71,1,0.23,4l81jAyr-eBrZ,LJN9Zhqx-Z2z0,Wj3zxfmN-1tJg
it5StO7t-GYjY,Personal,A,1400,9.32,0,0.13,5H4AlZWb-k953,it5StO7t-GYjY,0tmH82ts-ONvP
ILjP5m5u-bNHR,Personal,C,10000,12.84,0,0.29,56nDqNWl-pmFS,ILjP5m5u-bNHR,6v66Rfr9-EuGY
WCJL2OQk-Wz2e,Education,B,2800,10.99,0,0.05,FnDaIZZl-lZGE,WCJL2OQk-Wz2e,BvXvx04l-kwic
q25oyEtM-ICRX,Debtconsolidation,B,12500,9.62,0,0.11,klnlFktx-Yx6f,q25oyEtM-ICRX,eJLHe0F0-HyRu
UrON6Krm-2bL9,Venture,A,13000,8.32,0,0.45,9dAazNAQ-WRuH,UrON6Krm-2bL9,l7lQX39K-jA3p
i5FF1m8A-uw0A,Personal,B,5500,11.49,0,0.08,pXIZinPZ-kFyR,i5FF1m8A-uw0A,dwuWdnKR-WHm8
4AZohNPi-26RO,Education,B,4200,10.37,0,0.08,RyvhF0MM-d3kb,4AZohNPi-26RO,cgbQ8TL6-qNQu
LuWHtzFH-oygQ,Venture,A,4500,5.79,0,0.19,dHZ7Otjd-mUAz,LuWHtzFH-oygQ,ONQ7c7Na-tfy0
wzdkBkoa-FzSk,Medical,A,15000,NULL,0,0.12,0v31GLkn-evZf,wzdkBkoa-FzSk,ZC0WLKTq-KcdK
9UDGTWvv-ljUb,Education,A,15000,6.62,0,0.5,lxwvSmEO-rC01,9UDGTWvv-ljUb,J00Y1UGB-o8A5
AdLvYmdc-DAo1,Homeimprovement,B,11500,9.99,0,0.11,7mt8YsQG-klgr,AdLvYmdc-DAo1,ylOcOYzu-NdT2
YaYZRAyk-OwQG,Medical,A,9300,9.32,0,0.17,ZuGmAK1c-oHWs,YaYZRAyk-OwQG,28Dxjlkm-Ae9x
2KXFoF88-ULvU,Venture,B,15000,11.71,1,0.38,lYUNiMFt-ZZoD,2KXFoF88-ULvU,1dG4Q3tB-Tp68
9rgTfjAX-TXDi,Debtconsolidation,C,8000,12.73,0,0.02,8p79HSuB-HNWC,9rgTfjAX-TXDi,1aUTKTG0-TS9M
4C7CDnIQ-ATZA,Debtconsolidation,A,3000,NULL,0,0.06,UHLHZ55T-SaXH,4C7CDnIQ-ATZA,aAzpqduh-w5Xp
U4Ztk1aQ-tj1j,Venture,C,8000,15.27,1,0.07,v34chDwi-RW9d,U4Ztk1aQ-tj1j,FPhUtCeL-oxNp
GER731n4-9RTP,Education,C,10000,14.72,0,0.26,GxoaTTuZ-qAGL,GER731n4-9RTP,ZyZSG8ST-AAly
zaWws9IG-ZBNM,Education,C,4900,14.72,0,0.12,m3LvtYeX-v5FD,zaWws9IG-ZBNM,YsjCcmrO-1wK3
UXRvh48s-GGnI,Education,A,6000,8.38,0,0.15,JIUu4vn5-JU4t,UXRvh48s-GGnI,c2ie4JUE-rQ5f
ErHESWOO-5IXk,Personal,B,13600,12.21,0,0.19,mUT0zdAX-vlfe,ErHESWOO-5IXk,k4e3FIbQ-0OB3
oJWKekoi-1zfb,Homeimprovement,B,5000,10.37,1,0.32,ay3aAPSF-Uhch,oJWKekoi-1zfb,KUUeKG7J-y3Km
mXjJ1bD0-EUtd,Medical,C,16000,13.48,0,0.32,6FQuYOFi-CE5l,mXjJ1bD0-EUtd,dLY01qDB-2Wdp
